CustomerNo,Recency,Frequency,Monetary,Cluster
18193,166,1,1520.85,cluster_3
18194,83,1,7476.48,cluster_1
18196,96,2,4975.84,cluster_1
18198,5,17,46294.34,cluster_0
18200,107,1,1220.09,cluster_1
18202,200,3,7327.08,cluster_3
18203,158,1,605.16,cluster_3
18204,72,3,14221.57,cluster_1
18205,37,2,2498.14,cluster_1
18209,29,1,737.04,cluster_1
18210,2,6,14888.3,cluster_1
18211,26,5,4294.24,cluster_1
18212,327,1,1164.34,cluster_3
18213,237,1,2616.24,cluster_3
18215,90,1,1516.1,cluster_1
18216,32,1,2543.58,cluster_1
18217,30,2,5669.26,cluster_1
18218,212,2,5265.94,cluster_3
18219,3,10,10469.52,cluster_1
18220,227,1,3265.92,cluster_3
18221,23,5,9083.15,cluster_1
18222,93,1,3887.05,cluster_1
18223,5,14,33450.55,cluster_0
18224,264,1,870.0699999999999,cluster_3
18225,4,12,34292.6,cluster_0
18226,45,11,34570.78,cluster_1
18227,218,1,311.32,cluster_3
18228,57,2,3238.42,cluster_1
18229,12,20,24825.58,cluster_0
18230,10,7,15495.4,cluster_1
18231,193,5,10517.66,cluster_3
18232,82,4,3703.0,cluster_1
18233,326,1,492.0,cluster_3
18235,72,3,17140.68,cluster_1
18236,30,6,4974.89,cluster_1
18237,3,5,6911.94,cluster_1
18239,219,5,9748.86,cluster_3
18240,47,1,805.26,cluster_1
18241,10,17,12247.61,cluster_0
18242,73,4,12711.88,cluster_1
18245,8,7,18187.06,cluster_1
18246,24,2,2311.9,cluster_1
18248,123,2,6061.3,cluster_1
18249,18,1,1409.32,cluster_1
18250,311,1,2397.72,cluster_3
18251,88,1,84622.08,cluster_1
18252,51,2,2904.78,cluster_1
18255,90,1,864.3399999999999,cluster_1
18257,40,8,10618.3,cluster_1
18259,25,3,9714.24,cluster_1
18260,173,6,17810.6,cluster_3
18261,44,2,1828.71,cluster_1
18262,141,1,1958.68,cluster_1
18263,26,3,16046.56,cluster_1
18265,73,2,3957.52,cluster_1
18268,135,1,46.64,cluster_1
18269,367,1,951.68,cluster_3
18270,39,2,1325.28,cluster_1
18272,3,6,22758.63,cluster_1
18273,3,3,892.3999999999999,cluster_1
18274,31,1,1082.32,cluster_1
18276,44,1,2250.74,cluster_1
18277,59,1,810.1600000000001,cluster_1
18278,74,1,854.62,cluster_1
18280,278,1,623.26,cluster_3
18281,181,1,576.58,cluster_3
18282,8,2,1044.86,cluster_1
18283,4,16,11773.9,cluster_0
18287,43,3,18139.56,cluster_1
